year,variable,desc
2022,makefriend,Difficulty Making or Keeping Friends
2018,medhistory,Receive Summary of Medical History
2019,medhistory,Receive Summary of Medical History
2020,medhistory,Receive Summary of Medical History
2021,medhistory,Receive Summary of Medical History
2022,medhistory,Receive Summary of Medical History
2016,memorycond,"Serious Difficulty Concentrating, Remembering, or Making Decisions"
2017,memorycond,"Serious Difficulty Concentrating, Remembering, or Making Decisions"
2018,memorycond,"Serious Difficulty Concentrating, Remembering, or Making Decisions"
2019,memorycond,"Serious Difficulty Concentrating, Remembering, or Making Decisions"
2020,memorycond,"Serious Difficulty Concentrating, Remembering, or Making Decisions"
2021,memorycond,"Serious Difficulty Concentrating, Remembering, or Making Decisions"
2022,memorycond,"Serious Difficulty Concentrating, Remembering, or Making Decisions"
2016,menbevcov,Health Insurance - Cover Mental Behavioral Needs
2017,menbevcov,Health Insurance - Cover Mental Behavioral Needs
2018,menbevcov,Health Insurance - Cover Mental Behavioral Needs
2019,menbevcov,Health Insurance - Cover Mental Behavioral Needs
2020,menbevcov,Health Insurance - Cover Mental Behavioral Needs
2021,menbevcov,Health Insurance - Cover Mental Behavioral Needs
2022,menbevcov,Health Insurance - Cover Mental Behavioral Needs
2016,metro_yn,Metropolitan Statistical Area Status
2017,metro_yn,Metropolitan Statistical Area Status
2018,metro_yn,Metropolitan Statistical Area Status
2019,metro_yn,Metropolitan Statistical Area Status
2020,metro_yn,Metropolitan Statistical Area Status
2021,metro_yn,Metropolitan Statistical Area Status
2022,metro_yn,Metropolitan Statistical Area Status
2022,missmortgage,Not Able to Pay Mortgage or Rent
2017,mold,Mold Inside of Home
2018,mold,Mold Inside of Home
2019,mold,Mold Inside of Home
2016,momage,Age of Mother - Years
2017,momage,Age of Mother - Years
2018,momage,Age of Mother - Years
2019,momage,Age of Mother - Years
2020,momage,Age of Mother - Years
2021,momage,Age of Mother - Years
2022,momage,Age of Mother - Years
2016,mpc_yn,Metropolitan Principal City Status
2017,mpc_yn,Metropolitan Principal City Status
2018,mpc_yn,Metropolitan Principal City Status
2019,mpc_yn,Metropolitan Principal City Status
2020,mpc_yn,Metropolitan Principal City Status
2021,mpc_yn,Metropolitan Principal City Status
2022,mpc_yn,Metropolitan Principal City Status
2022,nameemotions,Recognize Emotion
2016,newactivity,How Often - Become Angry or Anxious
2017,newactivity,How Often - Become Angry or Anxious
2018,newactivity,How Often - Become Angry or Anxious
2019,newactivity,How Often - Become Angry or Anxious
2020,newactivity,How Often - Become Angry or Anxious
2021,newactivity,How Often - Become Angry or Anxious
2016,notelig,Needed Health Care Not Received Due to - Not Eligible
2017,notelig,Needed Health Care Not Received Due to - Not Eligible
2018,notelig,Needed Health Care Not Received Due to - Not Eligible
2019,notelig,Needed Health Care Not Received Due to - Not Eligible
2020,notelig,Needed Health Care Not Received Due to - Not Eligible
2021,notelig,Needed Health Care Not Received Due to - Not Eligible
2022,notelig,Needed Health Care Not Received Due to - Not Eligible
2016,notopen,Needed Health Care Not Received Due to - Office Not Open
2017,notopen,Needed Health Care Not Received Due to - Office Not Open
2018,notopen,Needed Health Care Not Received Due to - Office Not Open
2019,notopen,Needed Health Care Not Received Due to - Office Not Open
2020,notopen,Needed Health Care Not Received Due to - Office Not Open
2021,notopen,Needed Health Care Not Received Due to - Office Not Open
2022,notopen,Needed Health Care Not Received Due to - Office Not Open
2018,oneword,Say One Word
2019,oneword,Say One Word
2020,oneword,Say One Word
2021,oneword,Say One Word
2022,oneword,Say One Word
2021,outdoorswkday,Time Spent Playing Outdoors - Weekday
2022,outdoorswkday,Time Spent Playing Outdoors - Weekday
2021,outdoorswkend,Time Spent Playing Outdoors - Weekend
2022,outdoorswkend,Time Spent Playing Outdoors - Weekend
2018,overweight,Doctor Identified as Overweight
2019,overweight,Doctor Identified as Overweight
2020,overweight,Doctor Identified as Overweight
2021,overweight,Doctor Identified as Overweight
2022,overweight,Doctor Identified as Overweight
2017,pesticide,Pesticides Used Inside of Home
2018,pesticide,Pesticides Used Inside of Home
2019,pesticide,Pesticides Used Inside of Home
2016,physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes"
2017,physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes"
2018,physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes"
2019,physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes"
2020,physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes"
2021,physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes"
2022,physactiv,"Exercise, Play Sport, or Physical Activity for 60 Minutes"
2016,physicalpain,Difficulty Physical Pain
2017,physicalpain,Difficulty Physical Pain Past 12 Months
2018,physicalpain,Difficulty Physical Pain Past 12 Months
2019,physicalpain,Difficulty Physical Pain Past 12 Months
2020,physicalpain,Difficulty Physical Pain Past 12 Months
2021,physicalpain,Difficulty Physical Pain Past 12 Months
2022,physicalpain,Difficulty Physical Pain Past 12 Months
2022,placeslived,Number of placed the child has lived 
2016,planfuture,Doctor Worked with Child to Plan For Future
2017,planfuture,Doctor Worked with Child to Plan For Future
2016,planneeds,Plan Identify Specific Health Goals or Needs
2017,planneeds,Plan Identify Specific Health Goals or Needs
2018,planneeds_r,Plan Address Transition
2019,planneeds_r,Plan Address Transition
2020,planneeds_r,Plan Address Transition
2021,planneeds_r,Plan Address Transition
2022,planneeds_r,Plan Address Transition
2016,planutd,Plan Currently Up-To-Date
2017,planutd,Plan Currently Up-To-Date
2016,playwell,How Often - Play Well with Others
2017,playwell,How Often - Play Well with Others
2018,playwell,How Often - Play Well with Others
2019,playwell,How Often - Play Well with Others
2020,playwell,How Often - Play Well with Others
2021,playwell,How Often - Play Well with Others
2022,playwell,How Often - Play Well with Others
2018,point,Point to Things
2019,point,Point to Things
2020,point,Point to Things
2021,point,Point to Things
2022,point,Point to Things
2016,poschoice,Doctor Worked with Child to Make Positive Choices
2017,poschoice,Doctor Worked with Child to Make Positive Choices
2018,poschoice,Doctor Worked with Child to Make Positive Choices
2019,poschoice,Doctor Worked with Child to Make Positive Choices
2020,poschoice,Doctor Worked with Child to Make Positive Choices
2021,poschoice,Doctor Worked with Child to Make Positive Choices
2022,poschoice,Doctor Worked with Child to Make Positive Choices
2016,raiseconc,How Often - Easy to Raise Concerns or Disagree
2017,raiseconc,How Often - Easy to Raise Concerns or Disagree
2018,raiseconc,How Often - Easy to Raise Concerns or Disagree
2019,raiseconc,How Often - Easy to Raise Concerns or Disagree
2020,raiseconc,How Often - Easy to Raise Concerns or Disagree
2021,raiseconc,How Often - Easy to Raise Concerns or Disagree
2022,raiseconc,How Often - Easy to Raise Concerns or Disagree
2022,readonedigit,Read One Digit
2016,receivecopy,Receive Written Copy of Plan
2017,receivecopy,Receive Written Copy of Plan
2018,receivecopy,Have Access to Plan of Care
2019,receivecopy,Have Access to Plan of Care
2020,receivecopy,Have Access to Plan of Care
2021,receivecopy,Have Access to Plan of Care
2022,receivecopy,Have Access to Plan of Care
2022,recevalfasd,Received an Evaluation for FASD
2016,recogabc,Recognize Letters of Alphabet
2017,recogabc,Recognize Letters of Alphabet
2018,recogabc,Recognize Letters of Alphabet
2019,recogabc,Recognize Letters of Alphabet
2020,recogabc,Recognize Letters of Alphabet
2021,recogabc,Recognize Letters of Alphabet
2022,recogabc,Recognize Letters of Alphabet
2016,recogbegin,Recognize Beginning Sound of a Word
2017,recogbegin,Recognize Beginning Sound of a Word
2018,recogbegin,Recognize Beginning Sound of a Word
2019,recogbegin,Recognize Beginning Sound of a Word
2020,recogbegin,Recognize Beginning Sound of a Word
2021,recogbegin,Recognize Beginning Sound of a Word
2022,recogbegin,Recognize Beginning Sound of a Word
2016,recshapes,How Often - Identify Basic Shapes
2017,recshapes,How Often - Identify Basic Shapes
2018,recshapes,How Often - Identify Basic Shapes
2019,recshapes,How Often - Identify Basic Shapes
2020,recshapes,How Often - Identify Basic Shapes
2021,recshapes,How Often - Identify Basic Shapes
2016,repeated,Child Repeated Any Grades
2017,repeated,Child Repeated Any Grades
2018,repeated,Child Repeated Any Grades
2019,repeated,Child Repeated Any Grades
2020,repeated,Child Repeated Any Grades
2021,repeated,Child Repeated Any Grades
2022,repeated,Child Repeated Any Grades
2016,rhymeword,Rhyme Words
2017,rhymeword,Rhyme Words
2018,rhymeword,Rhyme Words
2019,rhymeword,Rhyme Words
2020,rhymeword,Rhyme Words
2021,rhymeword,Rhyme Words
2022,rhymeword_r,Rhyme Words
2016,s4q01,Doctor Visit
2017,s4q01,Doctor Visit
2018,s4q01,Doctor Visit
2019,s4q01,Doctor Visit
2020,s4q01,Doctor Visit
2021,s4q01,Doctor Visit
2022,s4q01,Doctor Visit
2016,s9q34,WIC Benefits - Past 12 Months
2017,s9q34,WIC Benefits - Past 12 Months
2018,s9q34,WIC Benefits - Past 12 Months
2019,s9q34,WIC Benefits - Past 12 Months
2020,s9q34,WIC Benefits - Past 12 Months
2021,s9q34,WIC Benefits - Past 12 Months
2022,s9q34,WIC Benefits - Past 12 Months
2022,samesound,Words with Same Start Sound
2016,sc_age_lt10,Age of Selected Child - Less than 10 Months
2017,sc_age_lt10,Age of Selected Child - Less than 10 Months
2018,sc_age_lt10,Age of Selected Child - Less than 10 Months
2019,sc_age_lt10,Age of Selected Child - Less than 10 Months
2020,sc_age_lt10,Age of Selected Child - Less than 10 Months
2021,sc_age_lt10,Age of Selected Child - Less than 10 Months
2022,sc_age_lt10,Age of Selected Child - Less than 10 Months
2016,sc_age_lt4,Age of Selected Child - Less than 4 Months
2017,sc_age_lt4,Age of Selected Child - Less than 4 Months
2018,sc_age_lt4,Age of Selected Child - Less than 4 Months
2019,sc_age_lt4,Age of Selected Child - Less than 4 Months
2020,sc_age_lt4,Age of Selected Child - Less than 4 Months
2021,sc_age_lt4,Age of Selected Child - Less than 4 Months
2022,sc_age_lt4,Age of Selected Child - Less than 4 Months
2016,sc_age_lt6,Age of Selected Child - Less than 6 Months
2017,sc_age_lt6,Age of Selected Child - Less than 6 Months
2018,sc_age_lt6,Age of Selected Child - Less than 6 Months
2019,sc_age_lt6,Age of Selected Child - Less than 6 Months
2020,sc_age_lt6,Age of Selected Child - Less than 6 Months
2021,sc_age_lt6,Age of Selected Child - Less than 6 Months
2022,sc_age_lt6,Age of Selected Child - Less than 6 Months
2016,sc_age_lt9,Age of Selected Child - Less than 9 Months
2017,sc_age_lt9,Age of Selected Child - Less than 9 Months
2018,sc_age_lt9,Age of Selected Child - Less than 9 Months
2019,sc_age_lt9,Age of Selected Child - Less than 9 Months
2020,sc_age_lt9,Age of Selected Child - Less than 9 Months
2021,sc_age_lt9,Age of Selected Child - Less than 9 Months
2022,sc_age_lt9,Age of Selected Child - Less than 9 Months
2016,sc_age_years,Age of Selected Child - In Years
2017,sc_age_years,Age of Selected Child - In Years
2018,sc_age_years,Age of Selected Child - In Years
2019,sc_age_years,Age of Selected Child - In Years
2020,sc_age_years,Age of Selected Child - In Years
2021,sc_age_years,Age of Selected Child - In Years
2022,sc_age_years,Age of Selected Child - In Years
2016,sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race
2017,sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race
2018,sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race
2019,sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race
2020,sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race
2021,sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race
2022,sc_aian,American Indian or Alaska Native Alone or in Combination with Other Race
2016,sc_asian,Asian Alone or in Combination with Other Race
2017,sc_asian,Asian Alone or in Combination with Other Race
2018,sc_asian,Asian Alone or in Combination with Other Race
2019,sc_asian,Asian Alone or in Combination with Other Race
2020,sc_asian,Asian Alone or in Combination with Other Race
2021,sc_asian,Asian Alone or in Combination with Other Race
2022,sc_asian,Asian Alone or in Combination with Other Race
2016,sc_cshcn,Special Health Care Needs Status of Selected Child
2017,sc_cshcn,Special Health Care Needs Status of Selected Child
2018,sc_cshcn,Special Health Care Needs Status of Selected Child
2019,sc_cshcn,Special Health Care Needs Status of Selected Child
2020,sc_cshcn,Special Health Care Needs Status of Selected Child
2021,sc_cshcn,Special Health Care Needs Status of Selected Child
2022,sc_cshcn,Special Health Care Needs Status of Selected Child
2019,sc_english,SC  Speaks English
2020,sc_english,SC  Speaks English
2021,sc_english,SC  Speaks English
2022,sc_english,SC  Speaks English
2016,sc_hispanic_r,"Hispanic Origin of Selected Child, Recode"
2017,sc_hispanic_r,"Hispanic Origin of Selected Child, Recode"
2018,sc_hispanic_r,"Hispanic Origin of Selected Child, Recode"
2019,sc_hispanic_r,"Hispanic Origin of Selected Child, Recode"
2020,sc_hispanic_r,"Hispanic Origin of Selected Child, Recode"
2021,sc_hispanic_r,"Hispanic Origin of Selected Child, Recode"
2022,sc_hispanic_r,"Hispanic Origin of Selected Child, Recode"
2016,sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R
2017,sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R
2018,sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R
2019,sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R
2020,sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R
2021,sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R
2022,sc_hispanic_r_if,Imputation Flag for SC_HISPANIC_R
2016,sc_k2q10,SC Medication Currently
2017,sc_k2q10,SC Needs or Uses Medication Currently
2018,sc_k2q10,SC Needs or Uses Medication Currently
2019,sc_k2q10,SC Needs or Uses Medication Currently
2020,sc_k2q10,SC Needs or Uses Medication Currently
2021,sc_k2q10,SC Needs or Uses Medication Currently
2022,sc_k2q10,SC Needs or Uses Medication Currently
2016,sc_k2q11,SC Medication Currently Condition
2017,sc_k2q11,SC Medication Used or Needed for Health Condition
2018,sc_k2q11,SC Medication Used or Needed for Health Condition
2019,sc_k2q11,SC Medication Used or Needed for Health Condition
2020,sc_k2q11,SC Medication Used or Needed for Health Condition
2021,sc_k2q11,SC Medication Used or Needed for Health Condition
2022,sc_k2q11,SC Medication Used or Needed for Health Condition
2016,sc_k2q12,SC Medication Currently 12 Months
2017,sc_k2q12,SC Medication Currently for 12 Months
2018,sc_k2q12,SC Medication Currently for 12 Months
2019,sc_k2q12,SC Medication Currently for 12 Months
2020,sc_k2q12,SC Medication Currently for 12 Months
2021,sc_k2q12,SC Medication Currently for 12 Months
2022,sc_k2q12,SC Medication Currently for 12 Months
2016,sc_k2q13,SC Medical Care Currently
2017,sc_k2q13,SC Needs or Uses More Medical Care than Others
2018,sc_k2q13,SC Needs or Uses More Medical Care than Others
2019,sc_k2q13,SC Needs or Uses More Medical Care than Others
2020,sc_k2q13,SC Needs or Uses More Medical Care than Others
2021,sc_k2q13,SC Needs or Uses More Medical Care than Others
2022,sc_k2q13,SC Needs or Uses More Medical Care than Others
2016,sc_k2q14,SC Medical Care Currently Condition
2017,sc_k2q14,SC Medical Care Used or Needed for Health Condition
2018,sc_k2q14,SC Medical Care Used or Needed for Health Condition
2019,sc_k2q14,SC Medical Care Used or Needed for Health Condition
2020,sc_k2q14,SC Medical Care Used or Needed for Health Condition
2021,sc_k2q14,SC Medical Care Used or Needed for Health Condition
2022,sc_k2q14,SC Medical Care Used or Needed for Health Condition
2016,sc_k2q15,SC Medical Care Currently 12 Months
2017,sc_k2q15,SC Medical Care Currently for 12 Months
2018,sc_k2q15,SC Medical Care Currently for 12 Months
2019,sc_k2q15,SC Medical Care Currently for 12 Months
2020,sc_k2q15,SC Medical Care Currently for 12 Months
2021,sc_k2q15,SC Medical Care Currently for 12 Months
2022,sc_k2q15,SC Medical Care Currently for 12 Months
2016,sc_k2q16,SC Limited Ability Currently
2017,sc_k2q16,SC Limited Ability
2018,sc_k2q16,SC Limited Ability
2019,sc_k2q16,SC Limited Ability
2020,sc_k2q16,SC Limited Ability
2021,sc_k2q16,SC Limited Ability
2022,sc_k2q16,SC Limited Ability
2016,sc_k2q17,SC Limited Ability Currently Condition
2017,sc_k2q17,SC Limited Ability from Health Condition
2018,sc_k2q17,SC Limited Ability from Health Condition
2019,sc_k2q17,SC Limited Ability from Health Condition
2020,sc_k2q17,SC Limited Ability from Health Condition
2021,sc_k2q17,SC Limited Ability from Health Condition
2022,sc_k2q17,SC Limited Ability from Health Condition
2016,sc_k2q18,SC Limited Ability Currently 12 Months
2017,sc_k2q18,SC Limited Ability from Health Condition for 12 Months
2018,sc_k2q18,SC Limited Ability from Health Condition for 12 Months
2019,sc_k2q18,SC Limited Ability from Health Condition for 12 Months
2020,sc_k2q18,SC Limited Ability from Health Condition for 12 Months
2021,sc_k2q18,SC Limited Ability from Health Condition for 12 Months
2022,sc_k2q18,SC Limited Ability from Health Condition for 12 Months
2016,sc_k2q19,SC Special Therapy Currently
2017,sc_k2q19,SC Special Therapy
2018,sc_k2q19,SC Special Therapy
2019,sc_k2q19,SC Special Therapy
2020,sc_k2q19,SC Special Therapy
2021,sc_k2q19,SC Special Therapy
2022,sc_k2q19,SC Special Therapy
2016,sc_k2q20,SC Special Therapy Currently Condition
2017,sc_k2q20,SC Special Therapy for Health Condition
2018,sc_k2q20,SC Special Therapy for Health Condition
2019,sc_k2q20,SC Special Therapy for Health Condition
2020,sc_k2q20,SC Special Therapy for Health Condition
2021,sc_k2q20,SC Special Therapy for Health Condition
2022,sc_k2q20,SC Special Therapy for Health Condition
2016,sc_k2q21,SC Special Therapy Currently 12 Months
2017,sc_k2q21,SC Special Therapy for Health Condition for 12 Months
2018,sc_k2q21,SC Special Therapy for Health Condition for 12 Months
2019,sc_k2q21,SC Special Therapy for Health Condition for 12 Months
2020,sc_k2q21,SC Special Therapy for Health Condition for 12 Months
2021,sc_k2q21,SC Special Therapy for Health Condition for 12 Months
2022,sc_k2q21,SC Special Therapy for Health Condition for 12 Months
2016,sc_k2q22,SC Emotion Develop Behave Treatment
2017,sc_k2q22,SC Needs Treatment for Emotion Develop Behave
2018,sc_k2q22,SC Needs Treatment for Emotion Develop Behave
2019,sc_k2q22,SC Needs Treatment for Emotion Develop Behave
2020,sc_k2q22,SC Needs Treatment for Emotion Develop Behave
2021,sc_k2q22,SC Needs Treatment for Emotion Develop Behave
2022,sc_k2q22,SC Needs Treatment for Emotion Develop Behave
2016,sc_k2q23,SC Emotion Develop Behave 12 Months
2017,sc_k2q23,SC Treatment for Chronic Emotion Develop Behave
2018,sc_k2q23,SC Treatment for Chronic Emotion Develop Behave
2019,sc_k2q23,SC Treatment for Chronic Emotion Develop Behave
2020,sc_k2q23,SC Treatment for Chronic Emotion Develop Behave
2021,sc_k2q23,SC Treatment for Chronic Emotion Develop Behave
2022,sc_k2q23,SC Treatment for Chronic Emotion Develop Behave
2016,sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race
2017,sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race
2018,sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race
2019,sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race
2020,sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race
2021,sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race
2022,sc_nhpi,Native Hawaiian or Other Pacific Islanders Alone or in Combination with Other Race
2016,sc_race_r,"Race of Selected Child, Detailed"
2017,sc_race_r,"Race of Selected Child, Detailed"
2018,sc_race_r,"Race of Selected Child, Detailed"
2019,sc_race_r,"Race of Selected Child, Detailed"
2020,sc_race_r,"Race of Selected Child, Detailed"
2021,sc_race_r,"Race of Selected Child, Detailed"
2022,sc_race_r,"Race of Selected Child, Detailed"
2016,sc_race_r_if,Imputation Flag for SC_RACE_R
2017,sc_race_r_if,Imputation Flag for SC_RACE_R
2018,sc_race_r_if,Imputation Flag for SC_RACE_R
2019,sc_race_r_if,Imputation Flag for SC_RACE_R
2020,sc_race_r_if,Imputation Flag for SC_RACE_R
2021,sc_race_r_if,Imputation Flag for SC_RACE_R
2022,sc_race_r_if,Imputation Flag for SC_RACE_R
2016,sc_raceaian,"Race of Selected Child, Recode, AIAN Included. Reported for AK, AZ, NM, MT, ND, OK, SD"
2017,sc_raceaian,"Race of Selected Child, Recode, AIAN Included. Reported for AK, AZ, NM, MT, ND, OK, SD"
2018,sc_raceaian,"Race of Selected Child, Recode, AIAN Included,||Reported for AK, AZ, NM, MT, ND, OK, SD"
2019,sc_raceaian,"Race of Selected Child, Recode, AIAN Included,||Reported for AK, AZ, NM, MT, ND, OK, SD"
2020,sc_raceaian,"Race of Selected Child, Recode, AIAN Included,||Reported for AK, AZ, NM, MT, ND, OK, SD"
2021,sc_raceaian,"Race of Selected Child, Recode, AIAN Included, Reported for AK, AZ, NM, MT, ND, OK, SD"
2016,sc_raceasia,"Race of Selected Child, Recode, Asian Included. Reported for CA, HI, MA, MD, MN, NJ, NV, NY, VA, WA"
2017,sc_raceasia,"Race of Selected Child, Recode, Asian Included. Reported for CA, HI, MA, MD, MN, NJ, NV, NY, VA, WA."
2018,sc_raceasia,"Race of Selected Child, Recode, Asian Included,||Reported for CA, HI, MA, MD, MN, NJ, NV, NY, VA, WA."
2019,sc_raceasia,"Race of Selected Child, Recode, Asian Included,||Reported for CA, HI, MA, MD, MN, NJ, NV, NY, VA, WA."
2020,sc_raceasia,"Race of Selected Child, Recode, Asian Included,||Reported for CA, HI, MA, MD, MN, NJ, NV, NY, VA, WA."
2021,sc_raceasia,"Race of Selected Child, Recode, Asian Included, Reported for CA, HI, MA, MD, MN, NJ, NV, NY, VA, WA."
2016,sc_racer,"Race of Selected Child, Recode"
2017,sc_racer,"Race of Selected Child, Recode"
2018,sc_racer,"Race of Selected Child, Recode"
2019,sc_racer,"Race of Selected Child, Recode"
2020,sc_racer,"Race of Selected Child, Recode"
2021,sc_racer,"Race of Selected Child, Recode"
2022,sc_racer,"Race of Selected Child, Recode"
2016,sc_sex,Sex of Selected Child
2017,sc_sex,Sex of Selected Child
2018,sc_sex,Sex of Selected Child
2019,sc_sex,Sex of Selected Child
2020,sc_sex,Sex of Selected Child
2021,sc_sex,Sex of Selected Child
2022,sc_sex,Sex of Selected Child
2016,sc_sex_if,Imputation Flag for SC_SEX
2017,sc_sex_if,Imputation Flag for SC_SEX
2018,sc_sex_if,Imputation Flag for SC_SEX
2019,sc_sex_if,Imputation Flag for SC_SEX
2020,sc_sex_if,Imputation Flag for SC_SEX
2021,sc_sex_if,Imputation Flag for SC_SEX
2022,sc_sex_if,Imputation Flag for SC_SEX
2018,screentime,"How Much Time Spent with TV, Cellphone, Computer"
2019,screentime,"How Much Time Spent with TV, Cellphone, Computer"
2020,screentime,"How Much Time Spent with TV, Cellphone, Computer"
2021,screentime,"How Much Time Spent with TV, Cellphone, Computer"
2022,screentime,"How Much Time Spent with TV, Cellphone, Computer"
2020,seekcare,Concussion/Brain Injury - Seek Care
2021,seekcare,Concussion/Brain Injury - Seek Care
2022,seekcare,Concussion/Brain Injury - Seek Care
2016,sescurrsvc,Special Education Plan - Currently
2017,sescurrsvc,Special Education Plan - Currently
2018,sescurrsvc,Special Education Plan - Currently
2019,sescurrsvc,Special Education Plan - Currently
2020,sescurrsvc,Special Education Plan - Currently
2021,sescurrsvc,Special Education Plan - Currently
2022,sescurrsvc,Special Education Plan - Currently
2016,sesplanmo,Special Education Plan - Age in Months
2017,sesplanmo,Special Education Plan - Age in Months (use with SESPLANYR)
2018,sesplanmo,Special Education Plan - Age in Months (use with SESPLANYR)
2019,sesplanmo,Special Education Plan - Age in Months (use with SESPLANYR)
2020,sesplanmo,Special Education Plan - Age in Months (use with SESPLANYR)
2021,sesplanmo,Special Education Plan - Age in Months (use with SESPLANYR)
2022,sesplanmo,Special Education Plan - Age in Months (use with SESPLANYR)
2016,sesplanyr,Special Education Plan - Age in Years
2017,sesplanyr,Special Education Plan - Age in Years
2018,sesplanyr,Special Education Plan - Age in Years
2019,sesplanyr,Special Education Plan - Age in Years
2020,sesplanyr,Special Education Plan - Age in Years
2021,sesplanyr,Special Education Plan - Age in Years
2022,sesplanyr,Special Education Plan - Age in Years
2022,sharetoys,Share Toys
2020,sicklecell,Blood Disorder Sickle Cell
2021,sicklecell,Blood Disorder Sickle Cell
2022,sicklecell,Blood Disorder Sickle Cell
2022,simpleaddition,Simple Addition
2016,simpleinst,How Often - Follow Instructions for Simple Task
2017,simpleinst,How Often - Follow Instructions for Simple Task
2018,simpleinst,How Often - Follow Instructions for Simple Task
2019,simpleinst,How Often - Follow Instructions for Simple Task
2020,simpleinst,How Often - Follow Instructions for Simple Task
2021,simpleinst,How Often - Follow Instructions for Simple Task
2016,sitstill,How Often - Able to Sit Still
2017,sitstill,How Often - Able to Sit Still
2018,sitstill,How Often - Able to Sit Still
2019,sitstill,How Often - Able to Sit Still
2020,sitstill,How Often - Able to Sit Still
2021,sitstill,How Often - Able to Sit Still
2016,sleeppos,Position Most Often Lay Your Baby Down to Sleep
2017,sleeppos,Position Most Often Lay Your Baby Down to Sleep
2018,sleeppos,Position Most Often Lay Your Baby Down to Sleep
2019,sleeppos,Position Most Often Lay Your Baby Down to Sleep
2020,sleeppos,Position Most Often Lay Your Baby Down to Sleep
2021,sleeppos,Position Most Often Lay Your Baby Down to Sleep
2022,sleeppos,Position Most Often Lay Your Baby Down to Sleep
2016,spcservmo,Received Special Services - Age in Months
2017,spcservmo,Received Special Services - Age in Months (use with K4Q37)
2018,spcservmo,Received Special Services - Age in Months (use with K4Q37)
2019,spcservmo,Received Special Services - Age in Months (use with K4Q37)
2020,spcservmo,Received Special Services - Age in Months (use with K4Q37)
2021,spcservmo,Received Special Services - Age in Months (use with K4Q37)
2022,spcservmo,Received Special Services - Age in Months (use with K4Q37)
2022,ssi,Receive SSI 
2022,ssidisability,Receive SSI for Disability 
2022,startnewact,How Often - Difficulty End/Starting Activities
2016,startschool,Has Child Started School
2017,startschool,Has Child Started School
2018,startschool,Has Child Started School
2019,startschool,Has Child Started School
2020,startschool,Has Child Started School
2021,startschool,Has Child Started School
2022,startschool,Has Child Started School
2016,stomach,Difficulty Stomach
2017,stomach,Difficulty Stomach Past 12 Months
2018,stomach,Difficulty Stomach Past 12 Months
2019,stomach,Difficulty Stomach Past 12 Months
2020,stomach,Difficulty Stomach Past 12 Months
2021,stomach,Difficulty Stomach Past 12 Months
2022,stomach,Difficulty Stomach Past 12 Months
2016,stopwork,Past 12 Months - Stopped Working because of Health Status
2017,stopwork,Past 12 Months - Stopped Working because of Health Status
2018,stopwork,Past 12 Months - Stopped Working because of Health Status
2019,stopwork,Past 12 Months - Stopped Working because of Health Status
2020,stopwork,Past 12 Months - Stopped Working because of Health Status
2021,stopwork,Past 12 Months - Stopped Working because of Health Status
2022,stopwork,Past 12 Months - Stopped Working because of Health Status
2016,stratum,Sampling Stratum
2017,stratum,Sampling Stratum
2018,stratum,Sampling Stratum
2019,stratum,Sampling Stratum
2020,stratum,Sampling Stratum
2021,stratum,Sampling Stratum
2022,stratum,Sampling Stratum
2016,strengths,Facing Problems - How Often Draw on Strengths
2017,strengths,Facing Problems - How Often Draw on Strengths
2018,strengths,Facing Problems - How Often Draw on Strengths
2019,strengths,Facing Problems - How Often Draw on Strengths
2020,strengths,Facing Problems - How Often Draw on Strengths
2021,strengths,Facing Problems - How Often Draw on Strengths
2022,strengths,Facing Problems - How Often Draw on Strengths
2016,subabuse,Substance Abuse Disorder
2017,subabuse,Substance Abuse Disorder
2018,subabuse,Substance Use Disorder
2019,subabuse,Substance Use Disorder
2016,subabuse_curr,Substance Abuse Disorder Currently
2017,subabuse_curr,Substance Abuse Disorder Currently
2018,subabuse_curr,Substance Use Disorder Currently
2019,subabuse_curr,Substance Use Disorder Currently
