year,variable,value,desc
2017,k10q40_r,3,Somewhat disagree
2018,k10q40_r,3,Somewhat disagree
2019,k10q40_r,3,Somewhat disagree
2020,k10q40_r,3,Somewhat disagree
2021,k10q40_r,3,Somewhat disagree
2022,k10q40_r,3,Somewhat disagree
2016,k10q40_r,4,Definitely disagree
2017,k10q40_r,4,Definitely disagree
2018,k10q40_r,4,Definitely disagree
2019,k10q40_r,4,Definitely disagree
2020,k10q40_r,4,Definitely disagree
2021,k10q40_r,4,Definitely disagree
2022,k10q40_r,4,Definitely disagree
2016,k10q41_r,.d,Suppressed for confidentiality
2017,k10q41_r,.d,Suppressed for confidentiality
2018,k10q41_r,.d,Suppressed for confidentiality
2019,k10q41_r,.d,Suppressed for confidentiality
2020,k10q41_r,.d,Suppressed for confidentiality
2021,k10q41_r,.d,Suppressed for confidentiality
2022,k10q41_r,.d,Suppressed for confidentiality
2016,k10q41_r,.l,Logical skip
2017,k10q41_r,.l,Logical skip
2018,k10q41_r,.l,Logical skip
2019,k10q41_r,.l,Logical skip
2020,k10q41_r,.l,Logical skip
2021,k10q41_r,.l,Logical skip
2022,k10q41_r,.l,Logical skip
2016,k10q41_r,.m,No valid response
2017,k10q41_r,.m,No valid response
2018,k10q41_r,.m,No valid response
2019,k10q41_r,.m,No valid response
2020,k10q41_r,.m,No valid response
2021,k10q41_r,.m,No valid response
2022,k10q41_r,.m,No valid response
2016,k10q41_r,.n,Not in universe
2017,k10q41_r,.n,Not in universe
2018,k10q41_r,.n,Not in universe
2019,k10q41_r,.n,Not in universe
2020,k10q41_r,.n,Not in universe
2021,k10q41_r,.n,Not in universe
2022,k10q41_r,.n,Not in universe
2016,k10q41_r,1,Definitely agree
2017,k10q41_r,1,Definitely agree
2018,k10q41_r,1,Definitely agree
2019,k10q41_r,1,Definitely agree
2020,k10q41_r,1,Definitely agree
2021,k10q41_r,1,Definitely agree
2022,k10q41_r,1,Definitely agree
2016,k10q41_r,2,Somewhat agree
2017,k10q41_r,2,Somewhat agree
2018,k10q41_r,2,Somewhat agree
2019,k10q41_r,2,Somewhat agree
2020,k10q41_r,2,Somewhat agree
2021,k10q41_r,2,Somewhat agree
2022,k10q41_r,2,Somewhat agree
2016,k10q41_r,3,Somewhat disagree
2017,k10q41_r,3,Somewhat disagree
2018,k10q41_r,3,Somewhat disagree
2019,k10q41_r,3,Somewhat disagree
2020,k10q41_r,3,Somewhat disagree
2021,k10q41_r,3,Somewhat disagree
2022,k10q41_r,3,Somewhat disagree
2016,k10q41_r,4,Definitely disagree
2017,k10q41_r,4,Definitely disagree
2018,k10q41_r,4,Definitely disagree
2019,k10q41_r,4,Definitely disagree
2020,k10q41_r,4,Definitely disagree
2021,k10q41_r,4,Definitely disagree
2022,k10q41_r,4,Definitely disagree
2016,k11q03r,.d,Suppressed for confidentiality
2017,k11q03r,.d,Suppressed for confidentiality
2018,k11q03r,.d,Suppressed for confidentiality
2019,k11q03r,.d,Suppressed for confidentiality
2020,k11q03r,.d,Suppressed for confidentiality
2021,k11q03r,.d,Suppressed for confidentiality
2022,k11q03r,.d,Suppressed for confidentiality
2016,k11q03r,.l,Logical skip
2017,k11q03r,.l,Logical skip
2018,k11q03r,.l,Logical skip
2019,k11q03r,.l,Logical skip
2020,k11q03r,.l,Logical skip
2021,k11q03r,.l,Logical skip
2022,k11q03r,.l,Logical skip
2016,k11q03r,.m,No valid response
2017,k11q03r,.m,No valid response
2018,k11q03r,.m,No valid response
2019,k11q03r,.m,No valid response
2020,k11q03r,.m,No valid response
2021,k11q03r,.m,No valid response
2022,k11q03r,.m,No valid response
2016,k11q03r,.n,Not in universe
2017,k11q03r,.n,Not in universe
2018,k11q03r,.n,Not in universe
2019,k11q03r,.n,Not in universe
2020,k11q03r,.n,Not in universe
2021,k11q03r,.n,Not in universe
2022,k11q03r,.n,Not in universe
2016,k11q03r,1,Yes
2017,k11q03r,1,Yes
2018,k11q03r,1,Yes
2019,k11q03r,1,Yes
2020,k11q03r,1,Yes
2021,k11q03r,1,Yes
2022,k11q03r,1,Yes
2016,k11q03r,2,No
2017,k11q03r,2,No
2018,k11q03r,2,No
2019,k11q03r,2,No
2020,k11q03r,2,No
2021,k11q03r,2,No
2022,k11q03r,2,No
2017,k11q43r,.d,Suppressed for confidentiality
2018,k11q43r,.d,Suppressed for confidentiality
2019,k11q43r,.d,Suppressed for confidentiality
2020,k11q43r,.d,Suppressed for confidentiality
2021,k11q43r,.d,Suppressed for confidentiality
2022,k11q43r,.d,Suppressed for confidentiality
2017,k11q43r,.l,Logical skip
2018,k11q43r,.l,Logical skip
2019,k11q43r,.l,Logical skip
2020,k11q43r,.l,Logical skip
2021,k11q43r,.l,Logical skip
2022,k11q43r,.l,Logical skip
2017,k11q43r,.m,No valid response
2018,k11q43r,.m,No valid response
2019,k11q43r,.m,No valid response
2020,k11q43r,.m,No valid response
2021,k11q43r,.m,No valid response
2022,k11q43r,.m,No valid response
2017,k11q43r,.n,Not in universe
2018,k11q43r,.n,Not in universe
2019,k11q43r,.n,Not in universe
2020,k11q43r,.n,Not in universe
2021,k11q43r,.n,Not in universe
2022,k11q43r,.n,Not in universe
2017,k11q43r,13,13 or more
2019,k11q43r,13,13 or 14
2020,k11q43r,13,13 or 14
2016,k11q43r,15,15 or more
2018,k11q43r,15,15 or more
2019,k11q43r,15,15 or more
2020,k11q43r,15,15 or more
2021,k11q43r,15,15 or more
2022,k11q43r,15,15 or more
2016,k11q60,.d,Suppressed for confidentiality
2017,k11q60,.d,Suppressed for confidentiality
2018,k11q60,.d,Suppressed for confidentiality
2019,k11q60,.d,Suppressed for confidentiality
2020,k11q60,.d,Suppressed for confidentiality
2021,k11q60,.d,Suppressed for confidentiality
2022,k11q60,.d,Suppressed for confidentiality
2016,k11q60,.l,Logical skip
2017,k11q60,.l,Logical skip
2018,k11q60,.l,Logical skip
2019,k11q60,.l,Logical skip
2020,k11q60,.l,Logical skip
2021,k11q60,.l,Logical skip
2022,k11q60,.l,Logical skip
2016,k11q60,.m,No valid response
2017,k11q60,.m,No valid response
2018,k11q60,.m,No valid response
2019,k11q60,.m,No valid response
2020,k11q60,.m,No valid response
2021,k11q60,.m,No valid response
2022,k11q60,.m,No valid response
2016,k11q60,.n,Not in universe
2017,k11q60,.n,Not in universe
2018,k11q60,.n,Not in universe
2019,k11q60,.n,Not in universe
2020,k11q60,.n,Not in universe
2021,k11q60,.n,Not in universe
2022,k11q60,.n,Not in universe
2016,k11q60,1,Yes
2017,k11q60,1,Yes
2018,k11q60,1,Yes
2019,k11q60,1,Yes
2020,k11q60,1,Yes
2021,k11q60,1,Yes
2022,k11q60,1,Yes
2016,k11q60,2,No
2017,k11q60,2,No
2018,k11q60,2,No
2019,k11q60,2,No
2020,k11q60,2,No
2021,k11q60,2,No
2022,k11q60,2,No
2016,k11q61,.d,Suppressed for confidentiality
2017,k11q61,.d,Suppressed for confidentiality
2018,k11q61,.d,Suppressed for confidentiality
2019,k11q61,.d,Suppressed for confidentiality
2020,k11q61,.d,Suppressed for confidentiality
2021,k11q61,.d,Suppressed for confidentiality
2022,k11q61,.d,Suppressed for confidentiality
2016,k11q61,.l,Logical skip
2017,k11q61,.l,Logical skip
2018,k11q61,.l,Logical skip
2019,k11q61,.l,Logical skip
2020,k11q61,.l,Logical skip
2021,k11q61,.l,Logical skip
2022,k11q61,.l,Logical skip
2016,k11q61,.m,No valid response
2017,k11q61,.m,No valid response
2018,k11q61,.m,No valid response
2019,k11q61,.m,No valid response
2020,k11q61,.m,No valid response
2021,k11q61,.m,No valid response
2022,k11q61,.m,No valid response
2016,k11q61,.n,Not in universe
2017,k11q61,.n,Not in universe
2018,k11q61,.n,Not in universe
2019,k11q61,.n,Not in universe
2020,k11q61,.n,Not in universe
2021,k11q61,.n,Not in universe
2022,k11q61,.n,Not in universe
2016,k11q61,1,Yes
2017,k11q61,1,Yes
2018,k11q61,1,Yes
2019,k11q61,1,Yes
2020,k11q61,1,Yes
2021,k11q61,1,Yes
2022,k11q61,1,Yes
2016,k11q61,2,No
2017,k11q61,2,No
2018,k11q61,2,No
2019,k11q61,2,No
2020,k11q61,2,No
2021,k11q61,2,No
2022,k11q61,2,No
2016,k11q62,.d,Suppressed for confidentiality
2017,k11q62,.d,Suppressed for confidentiality
2018,k11q62,.d,Suppressed for confidentiality
2019,k11q62,.d,Suppressed for confidentiality
2020,k11q62,.d,Suppressed for confidentiality
2021,k11q62,.d,Suppressed for confidentiality
2022,k11q62,.d,Suppressed for confidentiality
2016,k11q62,.l,Logical skip
2017,k11q62,.l,Logical skip
2018,k11q62,.l,Logical skip
2019,k11q62,.l,Logical skip
2020,k11q62,.l,Logical skip
2021,k11q62,.l,Logical skip
2022,k11q62,.l,Logical skip
2016,k11q62,.m,No valid response
2017,k11q62,.m,No valid response
2018,k11q62,.m,No valid response
2019,k11q62,.m,No valid response
2020,k11q62,.m,No valid response
2021,k11q62,.m,No valid response
2022,k11q62,.m,No valid response
2016,k11q62,.n,Not in universe
2017,k11q62,.n,Not in universe
2018,k11q62,.n,Not in universe
2019,k11q62,.n,Not in universe
2020,k11q62,.n,Not in universe
2021,k11q62,.n,Not in universe
2022,k11q62,.n,Not in universe
2016,k11q62,1,Yes
2017,k11q62,1,Yes
2018,k11q62,1,Yes
2019,k11q62,1,Yes
2020,k11q62,1,Yes
2021,k11q62,1,Yes
2022,k11q62,1,Yes
2016,k11q62,2,No
2017,k11q62,2,No
2018,k11q62,2,No
2019,k11q62,2,No
2020,k11q62,2,No
2021,k11q62,2,No
2022,k11q62,2,No
2016,k12q01_a,.d,Suppressed for confidentiality
2017,k12q01_a,.d,Suppressed for confidentiality
2018,k12q01_a,.d,Suppressed for confidentiality
2019,k12q01_a,.d,Suppressed for confidentiality
2020,k12q01_a,.d,Suppressed for confidentiality
2021,k12q01_a,.d,Suppressed for confidentiality
2022,k12q01_a,.d,Suppressed for confidentiality
2016,k12q01_a,.l,Logical skip
2017,k12q01_a,.l,Logical skip
2018,k12q01_a,.l,Logical skip
2019,k12q01_a,.l,Logical skip
2020,k12q01_a,.l,Logical skip
2021,k12q01_a,.l,Logical skip
2022,k12q01_a,.l,Logical skip
2016,k12q01_a,.m,No valid response
2017,k12q01_a,.m,No valid response
2018,k12q01_a,.m,No valid response
2019,k12q01_a,.m,No valid response
2020,k12q01_a,.m,No valid response
2021,k12q01_a,.m,No valid response
2022,k12q01_a,.m,No valid response
2016,k12q01_a,.n,Not in universe
2017,k12q01_a,.n,Not in universe
2018,k12q01_a,.n,Not in universe
2019,k12q01_a,.n,Not in universe
2020,k12q01_a,.n,Not in universe
2021,k12q01_a,.n,Not in universe
2022,k12q01_a,.n,Not in universe
2016,k12q01_a,1,Yes
2017,k12q01_a,1,Yes
2018,k12q01_a,1,Yes
2019,k12q01_a,1,Yes
2020,k12q01_a,1,Yes
2021,k12q01_a,1,Yes
2022,k12q01_a,1,Yes
2016,k12q01_a,2,No
2017,k12q01_a,2,No
2018,k12q01_a,2,No
2019,k12q01_a,2,No
2020,k12q01_a,2,No
2021,k12q01_a,2,No
2022,k12q01_a,2,No
2016,k12q01_b,.d,Suppressed for confidentiality
2017,k12q01_b,.d,Suppressed for confidentiality
2018,k12q01_b,.d,Suppressed for confidentiality
2019,k12q01_b,.d,Suppressed for confidentiality
2020,k12q01_b,.d,Suppressed for confidentiality
2021,k12q01_b,.d,Suppressed for confidentiality
2022,k12q01_b,.d,Suppressed for confidentiality
2016,k12q01_b,.l,Logical skip
2017,k12q01_b,.l,Logical skip
2018,k12q01_b,.l,Logical skip
2019,k12q01_b,.l,Logical skip
2020,k12q01_b,.l,Logical skip
2021,k12q01_b,.l,Logical skip
2022,k12q01_b,.l,Logical skip
2016,k12q01_b,.m,No valid response
2017,k12q01_b,.m,No valid response
2018,k12q01_b,.m,No valid response
2019,k12q01_b,.m,No valid response
2020,k12q01_b,.m,No valid response
2021,k12q01_b,.m,No valid response
2022,k12q01_b,.m,No valid response
2016,k12q01_b,.n,Not in universe
2017,k12q01_b,.n,Not in universe
2018,k12q01_b,.n,Not in universe
2019,k12q01_b,.n,Not in universe
2020,k12q01_b,.n,Not in universe
2021,k12q01_b,.n,Not in universe
2022,k12q01_b,.n,Not in universe
2016,k12q01_b,1,Yes
2017,k12q01_b,1,Yes
2018,k12q01_b,1,Yes
2019,k12q01_b,1,Yes
2020,k12q01_b,1,Yes
2021,k12q01_b,1,Yes
2022,k12q01_b,1,Yes
2016,k12q01_b,2,No
2017,k12q01_b,2,No
2018,k12q01_b,2,No
2019,k12q01_b,2,No
2020,k12q01_b,2,No
2021,k12q01_b,2,No
2022,k12q01_b,2,No
2016,k12q01_c,.d,Suppressed for confidentiality
2017,k12q01_c,.d,Suppressed for confidentiality
2018,k12q01_c,.d,Suppressed for confidentiality
2019,k12q01_c,.d,Suppressed for confidentiality
2020,k12q01_c,.d,Suppressed for confidentiality
2021,k12q01_c,.d,Suppressed for confidentiality
2022,k12q01_c,.d,Suppressed for confidentiality
2016,k12q01_c,.l,Logical skip
2017,k12q01_c,.l,Logical skip
2018,k12q01_c,.l,Logical skip
2019,k12q01_c,.l,Logical skip
2020,k12q01_c,.l,Logical skip
2021,k12q01_c,.l,Logical skip
2022,k12q01_c,.l,Logical skip
2016,k12q01_c,.m,No valid response
2017,k12q01_c,.m,No valid response
2018,k12q01_c,.m,No valid response
2019,k12q01_c,.m,No valid response
2020,k12q01_c,.m,No valid response
2021,k12q01_c,.m,No valid response
2022,k12q01_c,.m,No valid response
2016,k12q01_c,.n,Not in universe
2017,k12q01_c,.n,Not in universe
2018,k12q01_c,.n,Not in universe
2019,k12q01_c,.n,Not in universe
2020,k12q01_c,.n,Not in universe
2021,k12q01_c,.n,Not in universe
2022,k12q01_c,.n,Not in universe
2016,k12q01_c,1,Yes
2017,k12q01_c,1,Yes
2018,k12q01_c,1,Yes
2019,k12q01_c,1,Yes
2020,k12q01_c,1,Yes
2021,k12q01_c,1,Yes
2022,k12q01_c,1,Yes
2016,k12q01_c,2,No
2017,k12q01_c,2,No
2018,k12q01_c,2,No
2019,k12q01_c,2,No
2020,k12q01_c,2,No
2021,k12q01_c,2,No
2022,k12q01_c,2,No
2016,k12q01_d,.d,Suppressed for confidentiality
2017,k12q01_d,.d,Suppressed for confidentiality
2018,k12q01_d,.d,Suppressed for confidentiality
2019,k12q01_d,.d,Suppressed for confidentiality
2020,k12q01_d,.d,Suppressed for confidentiality
2021,k12q01_d,.d,Suppressed for confidentiality
2022,k12q01_d,.d,Suppressed for confidentiality
2016,k12q01_d,.l,Logical skip
2017,k12q01_d,.l,Logical skip
2018,k12q01_d,.l,Logical skip
2019,k12q01_d,.l,Logical skip
2020,k12q01_d,.l,Logical skip
2021,k12q01_d,.l,Logical skip
2022,k12q01_d,.l,Logical skip
2016,k12q01_d,.m,No valid response
2017,k12q01_d,.m,No valid response
2018,k12q01_d,.m,No valid response
2019,k12q01_d,.m,No valid response
2020,k12q01_d,.m,No valid response
2021,k12q01_d,.m,No valid response
2022,k12q01_d,.m,No valid response
2016,k12q01_d,.n,Not in universe
2017,k12q01_d,.n,Not in universe
2018,k12q01_d,.n,Not in universe
2019,k12q01_d,.n,Not in universe
2020,k12q01_d,.n,Not in universe
2021,k12q01_d,.n,Not in universe
2022,k12q01_d,.n,Not in universe
2016,k12q01_d,1,Yes
2017,k12q01_d,1,Yes
2018,k12q01_d,1,Yes
2019,k12q01_d,1,Yes
2020,k12q01_d,1,Yes
2021,k12q01_d,1,Yes
2022,k12q01_d,1,Yes
2016,k12q01_d,2,No
2017,k12q01_d,2,No
2018,k12q01_d,2,No
2019,k12q01_d,2,No
2020,k12q01_d,2,No
2021,k12q01_d,2,No
2022,k12q01_d,2,No
2016,k12q01_e,.d,Suppressed for confidentiality
2017,k12q01_e,.d,Suppressed for confidentiality
2018,k12q01_e,.d,Suppressed for confidentiality
2019,k12q01_e,.d,Suppressed for confidentiality
2020,k12q01_e,.d,Suppressed for confidentiality
2021,k12q01_e,.d,Suppressed for confidentiality
2022,k12q01_e,.d,Suppressed for confidentiality
2016,k12q01_e,.l,Logical skip
2017,k12q01_e,.l,Logical skip
2018,k12q01_e,.l,Logical skip
2019,k12q01_e,.l,Logical skip
2020,k12q01_e,.l,Logical skip
2021,k12q01_e,.l,Logical skip
2022,k12q01_e,.l,Logical skip
2016,k12q01_e,.m,No valid response
2017,k12q01_e,.m,No valid response
2018,k12q01_e,.m,No valid response
2019,k12q01_e,.m,No valid response
2020,k12q01_e,.m,No valid response
2021,k12q01_e,.m,No valid response
2022,k12q01_e,.m,No valid response
2016,k12q01_e,.n,Not in universe
2017,k12q01_e,.n,Not in universe
2018,k12q01_e,.n,Not in universe
2019,k12q01_e,.n,Not in universe
2020,k12q01_e,.n,Not in universe
2021,k12q01_e,.n,Not in universe
2022,k12q01_e,.n,Not in universe
2016,k12q01_e,1,Yes
2017,k12q01_e,1,Yes
2018,k12q01_e,1,Yes
2019,k12q01_e,1,Yes
2020,k12q01_e,1,Yes
2021,k12q01_e,1,Yes
2022,k12q01_e,1,Yes
2016,k12q01_e,2,No
2017,k12q01_e,2,No
2018,k12q01_e,2,No
2019,k12q01_e,2,No
2020,k12q01_e,2,No
2021,k12q01_e,2,No
2022,k12q01_e,2,No
2016,k12q01_f,.d,Suppressed for confidentiality
2017,k12q01_f,.d,Suppressed for confidentiality
2018,k12q01_f,.d,Suppressed for confidentiality
2019,k12q01_f,.d,Suppressed for confidentiality
2020,k12q01_f,.d,Suppressed for confidentiality
2021,k12q01_f,.d,Suppressed for confidentiality
2022,k12q01_f,.d,Suppressed for confidentiality
2016,k12q01_f,.l,Logical skip
2017,k12q01_f,.l,Logical skip
2018,k12q01_f,.l,Logical skip
2019,k12q01_f,.l,Logical skip
2020,k12q01_f,.l,Logical skip
2021,k12q01_f,.l,Logical skip
2022,k12q01_f,.l,Logical skip
2016,k12q01_f,.m,No valid response
2017,k12q01_f,.m,No valid response
2018,k12q01_f,.m,No valid response
2019,k12q01_f,.m,No valid response
2020,k12q01_f,.m,No valid response
2021,k12q01_f,.m,No valid response
2022,k12q01_f,.m,No valid response
2016,k12q01_f,.n,Not in universe
2017,k12q01_f,.n,Not in universe
2018,k12q01_f,.n,Not in universe
2019,k12q01_f,.n,Not in universe
2020,k12q01_f,.n,Not in universe
2021,k12q01_f,.n,Not in universe
2022,k12q01_f,.n,Not in universe
2016,k12q01_f,1,Yes
2017,k12q01_f,1,Yes
2018,k12q01_f,1,Yes
2019,k12q01_f,1,Yes
2020,k12q01_f,1,Yes
2021,k12q01_f,1,Yes
2022,k12q01_f,1,Yes
2016,k12q01_f,2,No
2017,k12q01_f,2,No
2018,k12q01_f,2,No
2019,k12q01_f,2,No
2020,k12q01_f,2,No
2021,k12q01_f,2,No
2022,k12q01_f,2,No
2016,k12q01_g,.d,Suppressed for confidentiality
2017,k12q01_g,.d,Suppressed for confidentiality
2018,k12q01_g,.d,Suppressed for confidentiality
2019,k12q01_g,.d,Suppressed for confidentiality
2020,k12q01_g,.d,Suppressed for confidentiality
2021,k12q01_g,.d,Suppressed for confidentiality
2022,k12q01_g,.d,Suppressed for confidentiality
2016,k12q01_g,.l,Logical skip
2017,k12q01_g,.l,Logical skip
2018,k12q01_g,.l,Logical skip
2019,k12q01_g,.l,Logical skip
2020,k12q01_g,.l,Logical skip
2021,k12q01_g,.l,Logical skip
2022,k12q01_g,.l,Logical skip
2016,k12q01_g,.m,No valid response
2017,k12q01_g,.m,No valid response
2018,k12q01_g,.m,No valid response
2019,k12q01_g,.m,No valid response
2020,k12q01_g,.m,No valid response
2021,k12q01_g,.m,No valid response
2022,k12q01_g,.m,No valid response
2016,k12q01_g,.n,Not in universe
2017,k12q01_g,.n,Not in universe
2018,k12q01_g,.n,Not in universe
2019,k12q01_g,.n,Not in universe
2020,k12q01_g,.n,Not in universe
2021,k12q01_g,.n,Not in universe
2022,k12q01_g,.n,Not in universe
2016,k12q01_g,1,Yes
2017,k12q01_g,1,Yes
2018,k12q01_g,1,Yes
2019,k12q01_g,1,Yes
2020,k12q01_g,1,Yes
2021,k12q01_g,1,Yes
2022,k12q01_g,1,Yes
2016,k12q01_g,2,No
2017,k12q01_g,2,No
2018,k12q01_g,2,No
2019,k12q01_g,2,No
2020,k12q01_g,2,No
2021,k12q01_g,2,No
2022,k12q01_g,2,No
2016,k12q03,.d,Suppressed for confidentiality
2017,k12q03,.d,Suppressed for confidentiality
2018,k12q03,.d,Suppressed for confidentiality
2019,k12q03,.d,Suppressed for confidentiality
2020,k12q03,.d,Suppressed for confidentiality
2021,k12q03,.d,Suppressed for confidentiality
2022,k12q03,.d,Suppressed for confidentiality
2016,k12q03,.l,Logical skip
2017,k12q03,.l,Logical skip
2018,k12q03,.l,Logical skip
2019,k12q03,.l,Logical skip
2020,k12q03,.l,Logical skip
2021,k12q03,.l,Logical skip
2022,k12q03,.l,Logical skip
2016,k12q03,.m,No valid response
2017,k12q03,.m,No valid response
2018,k12q03,.m,No valid response
2019,k12q03,.m,No valid response
2020,k12q03,.m,No valid response
2021,k12q03,.m,No valid response
